Latitude,Longitude
18.9387711,72.8353355
28.6517178,77.2219388
12.9791198,77.5912997
23.0216238,72.5797068
17.38878595,78.46106473453146
13.0801721,80.2838331
22.54541245,88.3567751581234
18.521428,73.8544541
26.916194,75.820349
21.1864607,72.8081281
26.8381,80.9346001
26.4609135,80.3217588
21.1498134,79.0820556
25.6093239,85.1235252
22.7203616,75.8681996
19.1943294,72.9701779
23.2584857,77.401989
17.7231276,83.3012842
22.2973142,73.1942567
27.17736635,78.38991197951182
30.9090157,75.851601
22.3051991,70.8028335
27.1752554,78.0098161
26.7164127,88.4309916
20.0112475,73.7902364
28.402837,77.3085626
30.2090874,76.3398720856221
28.916667,77.683333
19.2334875,73.1182464
19.4258788,72.8224901
25.3356491,83.0076292
34.0747444,74.8204443
23.7952809,86.4309638
26.2967719,73.0351433
31.6343083,74.8736788
21.2379469,81.6336833
25.4381302,81.8338005
11.0018115,76.9628425
23.1608938,79.9497702
26.2037247,78.1573628
16.5087586,80.6185102
9.9261153,78.1140983
26.1805978,91.753943
30.674267649999997,76.79111131528913
15.3518378,75.1379848
28.9233969,78.48831693262684
28.8638424,78.80577833091104
28.42826235,77.00270014657752
27.87698975,78.13729027600994
17.84990665,75.27632027348457
23.3700354,85.3250132
31.29201065,75.56805772253911
10.804973,78.6870296
20.2667774,85.8435592
11.6612012,78.1602498
17.9806094,79.5982115
19.2955429,72.8573593
8.5058909,76.9570481
19.362530800000002,73.07847467842203
29.9880774,77.5081299470512
16.2915189,80.4541588
21.15454115,77.64429617998744
28.0159286,73.3171367
28.5726442,77.3547609
22.8015194,86.2029579
21.200996,81.3354264
20.4686,85.8792
9.931308,76.2674136
24.578721,73.6862571
21.7718836,72.1416449
30.3255646,78.0436813
23.6871297,86.9746587
19.169335,77.311013
26.4691,74.639
22.4732415,70.0552102
23.174597,75.7851423
16.8502534,74.5948885
28.7317295,77.2900919
25.531031149999997,78.65268901605349
11.9340568,79.8306447
14.4493717,79.9873763
32.7185614,74.8580917
15.8572666,74.5069343
22.253999399999998,84.8577520139704
12.8698101,74.8430082
8.8082342,77.8114843
20.590250150000003,74.5714979275197
24.7964355,85.0079563
10.78322705,77.52604780096844
14.4661266,75.9206361
11.2446144,75.7759372
20.7618624,77.19217162524623
15.8309251,78.0425373
23.6579595,86.0839161
17.0050454,81.7804732
15.2485413,76.8323648
23.8312377,91.2823821
25.28669805,87.13225355111148
18.35146855,76.7551212230513
21.13050145,74.47891180551228
22.51976955,82.62951462416818
25.48877345,74.69961283584024
19.3098134,84.7971562
12.3051828,76.6553609
26.1486581,85.34001282479626
19.162772500000003,74.85802430085195
8.8879509,76.5955013
24.4615088,88.0665362
22.383333,82.133333
27.912633149999998,79.74656294869826
10.5256264,76.2132542
27.639077049999997,76.6144524902045
16.9437385,82.2350607
18.75,78.25
23.80961225,78.75911360578634
13.3400771,77.1006208
29.168807,75.7461103
28.9010899,76.5801935
29.3912753,76.9771675
26.08314325,86.03257096612822
22.34309,87.3012875
23.7414092,92.7209297
16.6959348,74.4555755
13.6316368,79.4231711
29.6803266,76.9896254
30.17911535,75.04710156312628
28.79406825,79.1859304458554
13.9311723,75.569737
23.501957750000003,74.95284518680097
28.8261624,77.54165604660876
21.19903535,81.3979545573657
25.5760446,91.8825282
24.8006088,93.9369998
28.740612499999997,77.83542556519009
12.9272641,79.3330076
14.6546235,77.55625984224562
25.62345725,84.59683868653386
18.4346438,79.1322648
19.29031365,76.60290343431203
26.718324350000003,79.09025375025163
27.26521245,77.36912554739122
25.5127194,86.09057109140021
28.6138954,77.2090057
25.7784105,84.7514507
14.4752936,78.8216861
18.7615156,79.4787848
25.6040908,73.41560878556902
24.5,81.0
18.1120819,83.4052196224888
25.560900349999997,87.64765353997149
29.9384473,78.1452985
29.0033144,77.0167323
8.1880471,77.4290492
10.7860267,79.1381497
23.8339621,80.392456
22.890183,88.4269386
28.61875255,78.55087405404804
22.6895073,72.8715199
30.2112003,77.28638972360895
24.965712250000003,88.1277781318015
16.67613485,81.17086824015968
25.22081165,86.51720367235285
30.616216450000003,77.04197804321875
,
18.96558885,73.10288130582491
24.4766423,86.60673245386945
15.5075545,80.06078519263741
15.475377349999999,78.47855756523148
26.166667,77.5
28.7931703,76.1391283
21.6409,69.611
10.7691989,76.6512469
22.5584995,72.9625629
25.7773601,87.4731227
24.0891652,88.2591686
25.5819034,71.61966242777196
22.9964186,70.8948152
25.9359555,79.42432768008604
27.7336958,81.47732127661058
27.662826000000003,75.02792628691331
12.7948109,79.0006410968549
24.1974432,82.6661453
17.5,80.333333
23.666667,72.5
24.817861100000002,92.75622075294373
21.4,83.883333
24.75926685,81.65500021078341
26.57550365,80.61376177782856
,
25.680653900000003,88.12464576019889
23.7678684,85.9873831
22.7823546,86.1590034
9.48818445,76.4126940376799
28.660964800000002,76.83467647083376
16.1819393,81.1351299
26.25,81.25
26.626483649999997,88.73407701468993
21.75,73.0
32.301710400000005,75.65864246622084
31.60857425,75.84644246890946
34.2086903,74.343498
15.6559189,77.26977367379274
29.5,76.25
26.12214725,75.66375373932236
16.2377735,80.6464219
12.87960515,79.70427615297989
20.3735482,72.9084376
29.583333,75.083333
20.952407,72.9323831
16.7434538,77.9923191
19.8076083,85.8252538
,
11.369204400000001,77.67662686841793
31.8193025,75.1999941
,
23.916667,78.0
25.83264165,86.61489283342814
29.993039500000002,76.82922282678291
13.1601048,79.15555061803596
20.9057,70.3781
27.985060150000002,80.75384538357649
27.5046392,80.82946583420815
13.826383,77.4937723
23.259345949999997,88.43721205880513
25.2634866,88.78900293567636
,
30.7839866,75.16057422541162
14.752265900000001,78.54855180269425
30.20058375,78.83632255996545
22.4207025,87.3269963
22.8446679,88.6618466
24.9001003,84.0182110684575
25.7205805,85.25555961402884
23.2472446,69.668339
25.37524125,77.82811932629714
23.1738124,88.563677
31.1041526,77.1709729
12.22721295,79.07015554906167
29.74477075,76.35092772284784
20.9727404,80.69155548263583
22.7785001,73.6245157
24.0,85.25
16.5427689,81.527344
24.2651306,75.38718193725012
27.4844597,94.9019447
13.1369996,78.1339606
23.13195425,87.20739720367507
12.5238888,76.8961961
24.90776,84.1901412
13.57325965,78.47914644847344
30.533129,75.8807604
24.70038485,78.51866758648349
26.791072749999998,84.56010678772793
10.669422350000001,77.01017959253107
30.700625,76.2220763
24.63044655,75.18339614635457
28.12502575,77.35831300773046
24.1709794,72.4366375
15.11965065,77.45529027323644
23.3889007,88.37243900644481
13.3419169,74.7473232
19.0870758,82.0235715
26.66951195,84.95741062485514
28.495207649999998,80.10754080018077
25.9135914,93.7283707
30.450764,76.0484147
28.6415386,75.3852992
9.403158399999999,77.51826437085998
14.42234715,77.72006886674166
29.2117573,78.9617306
9.4669895,77.77597856822051
26.75,88.25
13.5,75.5
16.4329976,80.9937151
21.5017098,86.9216712
18.8761795,79.4449696
18.32002205,83.91607719937166
19.5,78.5
20.15,78.35
30.3704685,75.504017418548
26.30414915,92.71605974430346
16.2389242,80.0472879
22.5,83.5
29.8693496,77.8902124
20.4324018,73.1411715553577
23.1226343,83.1981886
24.25,85.916667
28.4883777,78.73524926436818
23.29614645,86.34210770023
23.77405735,71.68373465668734
27.05901115,84.20646375475478
27.33857665,80.0975264641719
21.241444700000002,77.42575731097946
18.16984395,76.11796321159572
24.2594977,72.1803348
21.365998949999998,74.28400358178766
26.02269675,83.02887343114848
23.598775949999997,85.53691564663127
30.885100350000002,74.66014081248886
21.9330539,86.76682352857506
14.8120931,74.1319229
26.1310043,84.39125660595198
14.200322,79.11028621688962
10.5,78.833333
33.746109950000005,75.18544753143254
14.9382599,78.02786887950407
